"Gene1","Gene2"
"MTF2","MTF2"
"CDX2","CDX2"
"CDX2","CDX1"
"CDX1","CDX1"
"HOXA10","HOXA10"
"FOXN1","FOXN1"
"CDX1","HOXB4"
"HOXA10","HOXB4"
"HOXB4","HOXB4"
"CDX1","HOXA9"
"HOXA10","HOXA9"
"HOXB4","HOXA9"
"HOXA9","HOXA9"
"HOXA10","HOXA11"
"HOXA11","HOXA11"
"TSC22D1","TSC22D1"
"HOXA10","PRDM16"
"HOXB4","PRDM16"
"HOXA9","PRDM16"
"PRDM16","PRDM16"
"CDX2","CTNNB1"
"CDX1","CTNNB1"
"FOXN1","CTNNB1"
"HOXB4","CTNNB1"
"TSC22D1","CTNNB1"
"CTNNB1","CTNNB1"
"HOXA9","TET1"
"HOXA10","GZF1"
"NR2E1","NR2E1"
"CTNNB1","SP5"
"CDX2","CDX4"
"CDX1","CDX4"
"HOXA10","CDX4"
"HOXA9","CDX4"
"CTNNB1","CDX4"
"CDX4","CDX4"
"CTNNB1","ZNF24"
"HOXA9","SHOX"
"HOXA10","SETBP1"
"HOXA9","SETBP1"
"CTNNB1","COPS5"
"HOXA10","PHF1"
"HOXA9","PHF1"
"CDX2","FUT2"
"CDX1","WNT2"
"NR2E1","WNT2"
"SP5","WNT2"
"CDX2","GLB1"
"HOXA10","GLB1"
"FOXN1","GLB1"
"CDX2","DPP4"
"CDX2","SLC5A1"
"MTF2","NDUFB6"
"CDX2","MUC2"
"CDX1","MUC2"
"CDX2","HBEGF"
"HOXA9","PTEN"
"TSC22D1","PTEN"
"CTNNB1","PTEN"
"TET1","PTEN"
"NR2E1","PTEN"
"CTNNB1","SRSF3"
"CDX2","CLDN2"
"CDX1","CLDN2"
"CTNNB1","CLDN2"
"TEAD1","NAIP"
"CTNNB1","NAIP"
"TEAD1","IFITM3"
"CTNNB1","SFN"
"CDX2","RETNLB"
"CDX1","RETNLB"
"CTNNB1","AMHR2"
"HOXB4","SCAI"
"MRTFA","SCAI"
"CDX1","GPA33"
"CDX2","B3GALT5"
"CDX1","B3GALT5"
"CDX2","CCL25"
"CDX1","CCL25"
"CDX2","MUC17"
"CTNNB1","MUC6"
"CDX2","MOK"
"CDX2","HEPH"
"CTNNB1","MYCBP"
"TEAD1","TNNT2"
"FOXN1","SPG21"
"CTNNB1","SEMA3C"
"HOXA11","ASXL3"
"HOXA10","ITGB3"
"HOXB4","ITGB3"
"NR2E1","ATCAY"
"HOXA10","ARIH2"
"CTNNB1","ENC1"
"CTNNB1","BIRC7"
"CTNNB1","ADGRG2"
"FOXN1","LECT2"
"CTNNB1","LECT2"
"CTNNB1","FZD1"
"CTNNB1","DSP"
"FOXN1","LRRC3B"
"CTNNB1","UGCG"
"CDX2","DSC2"
"CDX1","DSC2"
"FOXN1","DSC2"
"CTNNB1","SDC2"
"CTNNB1","FGF9"
"HOXA10","EDNRA"
"CDX2","SLC5A8"
"CDX1","SLC5A8"
"CTNNB1","LIMA1"
"MTF2","CBX2"
"HOXA10","CBX2"
"NR2E1","DCX"
"TSC22D1","CNP"
"CTNNB1","QPCT"
"CTNNB1","STARD7"
"CTNNB1","BOK"
"TET1","OGT"
"CDX2","MEP1A"
"FOXN1","DEUP1"
"CTNNB1","GJA4"
"CTNNB1","ZYX"
"TET1","APOBEC3A"
"TET1","APOBEC3C"
"CTNNB1","ADAM2"
"HOXA9","SCMH1"
"TEAD1","MRPL21"
"TEAD1","NDUFA6"
"TET1","TET3"
"CTNNB1","MLLT10"
"FOXN1","BAZ2A"
"CTNNB1","FZD2"
"TSC22D1","SRPRA"
"TEAD1","CSH2"
"CTNNB1","CAPN2"
"CTNNB1","GLCE"
"TEAD1","MSLN"
"CTNNB1","MSLN"
"ZNF24","MSLN"
"NAB1","MSLN"
"CDX1","IRF2BP2"
"CTNNB1","DEFA5"
"CTNNB1","NOTUM"
"TEAD1","ATP6V0A2"
"CTNNB1","AKAP13"
"CTNNB1","APCDD1"
"CTNNB1","ARHGAP26"
"CTNNB1","ARL4A"
"CTNNB1","BCL2L2"
"CTNNB1","CEACAM6"
"CTNNB1","CNN2"
"CTNNB1","CST4"
"CTNNB1","DYNC1I1"
"CTNNB1","EPB41L4A"
"CTNNB1","HYCC1"
"CTNNB1","ENTREP1"
"CTNNB1","FRK"
"CTNNB1","FUT8"
"CTNNB1","FZD3"
"CTNNB1","GREM2"
"CTNNB1","IFITM1"
"CTNNB1","INHBB"
"CTNNB1","ITGA1"
"CTNNB1","LY6G6D"
"CTNNB1","MAP3K6"
"CTNNB1","MARK4"
"CTNNB1","MT1L"
"CTNNB1","NKD1"
"TSC22D1","NPPC"
"CTNNB1","NPPC"
"CTNNB1","NTSR1"
"CTNNB1","PCCA"
"CTNNB1","PDCD6IP"
"CTNNB1","PLS3"
"CTNNB1","RCN1"
"CTNNB1","RPL29"
"CTNNB1","SCGB2A2"
"CTNNB1","SLC26A2"
"CTNNB1","SLC2A14"
"CTNNB1","SLC7A8"
"CTNNB1","SPAG11B"
"CTNNB1","TMOD1"
"CTNNB1","TOB2"
"CTNNB1","TSPAN8"
"CTNNB1","TTC9"
"CTNNB1","TTLL5"
"CTNNB1","CCN4"
"CTNNB1","KCNIP4"
"CTNNB1","AFF3"
"CDX2","VIL1"
"CDX1","VIL1"
"HOXA9","MSI2"
"CDX2","MS4A12"
"HOXA10","PTGER3"
"HOXA10","CAPN5"
