"Gene1","Gene2"
"SMAD4","SMAD2"
"SMAD4","SKIL"
"SKIL","SKIL"
"SMAD3","ARID1A"
"SMAD3","ANKRD1"
"SMAD4","ANKRD1"
"SMAD2","ANKRD1"
"SMAD3","SERPINE1"
"SMAD4","SERPINE1"
"SMAD2","SERPINE1"
"SKIL","SERPINE1"
"TGIF1","SERPINE1"
"SMAD3","GAST"
"SMAD4","GAST"
"SMAD3","SSTR2"
"SMAD4","SSTR2"
"SMAD3","FSHB"
"SMAD4","FSHB"
"SMAD2","FSHB"
"SKIL","FSHB"
"TGIF1","FSHB"
"PRRX2","FSHB"
"ZNF14","FSHB"
"SMAD2","NODAL"
"TGIF1","NODAL"
"SMAD3","PDGFB"
"SMAD4","PDGFB"
"SMAD2","PDGFB"
"ZNF174","PDGFB"
"SMAD3","TIMP3"
"SMAD4","TIMP3"
"SMAD2","TIMP3"
"SMAD3","TNC"
"SMAD4","TNC"
"PRRX2","TNC"
"PRRX1","TNC"
"SMAD3","MSTN"
"SMAD4","MSTN"
"SMAD2","MSTN"
"SMAD3","ACTG2"
"SMAD2","ACTG2"
"TGIF1","ACTG2"
"SMAD3","XIAP"
"SMAD4","XIAP"
"SMAD2","XIAP"
"SMAD3","AGTR1"
"SMAD4","AGTR1"
"SMAD2","AGTR1"
"SMAD3","TPSD1"
"SMAD4","TPSD1"
"SMAD3","TGFB3"
"PRRX1","TGFB3"
"SMAD3","COL3A1"
"SMAD2","COL3A1"
"SMAD3","FSTL3"
"SMAD4","FSTL3"
"SMAD3","DAP"
"SMAD4","DAP"
"SMAD2","DAP"
"SMAD3","CCN1"
"SMAD4","CCN1"
"SMAD2","CCN1"
"SMAD3","GADD45B"
"SMAD4","GADD45B"
"SMAD2","GADD45B"
"SMAD3","DMP1"
"SMAD4","DMP1"
"SMAD2","DMP1"
"SMAD3","CSRP2"
"SMAD2","CSRP2"
"SMAD3","COL7A1"
"SMAD4","COL7A1"
"SMAD2","COL7A1"
"SMAD3","BAMBI"
"SMAD4","BAMBI"
"SMAD3","ALPI"
"SMAD4","ALPI"
"SMAD2","ALPI"
"SMAD3","CILP"
"SMAD3","CCNG2"
"SMAD4","CCNG2"
"SMAD2","CCNG2"
"SMAD3","FBLN5"
"SMAD2","FBLN5"
"SMAD3","OCLN"
"SMAD4","OCLN"
"SMAD3","RGCC"
"SMAD4","RGCC"
"SMAD2","RGCC"
"SMAD3","THBS2"
"SMAD4","THBS2"
"SMAD2","THBS2"
"SMAD3","ASIC3"
"SMAD4","LAMB3"
"SMAD4","LAMC2"
"SMAD3","DSG4"
"SMAD4","DSG4"
"SMAD2","DSG4"
"SMAD3","PTPRK"
"SMAD4","PTPRK"
"SMAD4","NOG"
"SKIL","ADAM12"
"SMAD3","HAS1"
"SMAD2","HAS1"
"SMAD3","ITGA11"
"SMAD2","ITGA11"
"SMAD3","TPSAB1"
"SMAD4","TPSAB1"
"SMAD3","PSMD9"
"SMAD4","PSMD9"
"SMAD2","PSMD9"
