"Gene1","Gene2"
"HOXC4","NFKB"
"NKX2-8","NFKB"
"NFKB","PRKCG"
"HOXC4","CD14"
"NFKB","CD14"
"NFKB","CD200"
"NFKB","PDGFD"
"NFKB","TBK1"
"NFKB","HPSE2"
"NFKB","PLD2"
"NFKB","LAMTOR5"
"NFKB","IFNAR1"
"NFKB","FABP5"
"NFKB","TICAM1"
"HOXC4","TNFSF13"
"NFKB","TNFSF13"
"NFKB","FMNL2"
"NKX2-8","AKIP1"
"NFKB","AKIP1"
"NFKB","LGALS7"
"NFKB","MAVS"
"NFKB","IFNL2"
"NFKB","HACD3"
"NFKB","SYTL1"
"NFKB","EIF2B5"
"NFKB","PLCD1"
"NFKB","IRAK4"
"NFKB","MALT1"
"NFKB","PTBP2"
"NFKB","IFNGR2"
"NFKB","SPTAN1"
"NFKB","ATRAID"
"NFKB","LZTS2"
"NFKB","CPNE1"
"NFKB","NTN1"
"NFKB","CARD10"
"NFKB","DDX1"
"NFKB","SUMO4"
"NFKB","COQ7"
"NFKB","ECRG4"
"NFKB","TREM2"
"NFKB","P2RY1"
"NFKB","CERT1"
"NFKB","LIMD2"
"NFKB","DVL1"
"NFKB","MSH3"
"NFKB","SELENOS"
"NFKB","SPTLC2"
"NFKB","IL22RA1"
"NFKB","ICOSLG"
"NFKB","CYP4F11"
"NFKB","ORAI1"
"NFKB","PLA2G4C"
"NFKB","NUDT6"
"NFKB","LRWD1"
"NFKB","TACSTD2"
"NFKB","CAMK2D"
"NFKB","PID1"
"NFKB","USP24"
"NFKB","DEFB124"
"NFKB","KCNA4"
"NFKB","ESAM"
