"Gene1","Gene2"
"ESR1","ESR1"
"ESR1","ZMYND8"
"ESR1","ADORA1"
"ZMYND8","ADORA1"
"ESR1","IGKV2D-24"
"ESR1","SERPINB9"
"ESR1","PTTG1IP"
"ESR1","TIMP4"
"ESR1","NELFB"
"ESR1","NSMF"
"ESR1","GRB14"
"ESR1","UBE2D2"
"ESR1","SCN8A"
"ESR1","ERBB4"
"ESR1","STX18"
"ESR1","AGO2"
"ESR1","AGO3"
"ESR1","AGO4"
"ESR1","OTUB1"
"ESR1","BMPR2"
"ESR1","CASP12"
"ESR1","KIF18A"
"ESR1","ALDH18A1"
"ESR1","PTRH2"
"ESR1","SGK3"
"ESR1","SIK2"
"ESR1","GALNS"
"ESR1","PKIB"
"ESR1","SERINC1"
"ESR1","TRAPPC2L"
"ESR1","MEMO1"
"ESR1","PTS"
"ESR1","PRMT2"
"ESR1","PRSS23"
"ESR1","HADHB"
"ESR1","RAB31"
"ESR1","RNF115"
"ESR1","WBP2"
"ESR1","TSPYL5"
"ESR1","EPHA1"
"ESR1","ATAD3B"
"ESR1","FKBPL"
"ESR1","MTO1"
"ESR1","AGL"
"ESR1","CEACAM3"
"ESR1","FBLN2"
"ESR1","ITPA"
"ESR1","SGCB"
"ESR1","ITPRID2"
"ESR1","XCL2"
"ESR1","SPATA2"
"ESR1","CCT6B"
"ESR1","NEK6"
"ESR1","SEC61B"
"ESR1","CLASRP"
"ESR1","PWP1"
"ESR1","NID2"
"ESR1","ABCB10"
"ESR1","POFUT1"
"ESR1","TIMMDC1"
"ESR1","BLM"
"ESR1","AFMID"
"ESR1","GSG1"
"ZMYND8","NAV2"
"ESR1","HSD17B3"
"ESR1","CAV2"
"ESR1","F5"
"ESR1","ANKRD30A"
"ESR1","hsa-miR-140"
