"Gene1","Gene2"
"STAT1","STAT1"
"STAT1","STAT3"
"STAT3","STAT3"
"ELF4","ELF4"
"STAT1","ZNF230"
"ZNF230","ZNF230"
"STAT3","ZNF382"
"ELF4","NPM1"
"STAT1","ETV7"
"STAT1","PLSCR1"
"STAT3","PLSCR1"
"STAT1","HMGB1"
"STAT3","HMGB1"
"EVX2","HMGB1"
"STAT1","TRIM24"
"ELF4","ALDOA"
"ZNF300","ALDOA"
"ELF4","CCNG1"
"PLSCR1","ITPR1"
"ELF4","MGAT5"
"ETV7","MGAT5"
"STAT1","SLPI"
"STAT3","SLPI"
"STAT1","LGALS3"
"ELF4","LGALS3"
"STAT1","OAS1"
"STAT3","OAS1"
"STAT1","HSPB1"
"STAT3","HSPB1"
"STAT3","SH2D1A"
"STAT3","FGG"
"STAT1","PTPN6"
"STAT3","PTPN6"
"NPM1","PTPN6"
"STAT1","A2M"
"STAT3","A2M"
"STAT3","SCGB3A2"
"STAT3","RASA1"
"ELF4","POLK"
"STAT3","PTPN2"
"STAT1","CCL1"
"STAT3","CCL1"
"STAT3","MIF"
"NPM1","RPL3"
"ELF4","MORF4L1"
"STAT3","FAAH"
"STAT3","NDUFA13"
"STAT1","S100A10"
"STAT3","IKBKE"
"ZNF382","IKBKE"
"STAT1","VIP"
"STAT3","VIP"
"STAT3","IL3RA"
"STAT3","LTBP1"
"ELF4","LTBP1"
"STAT1","LAT"
"STAT3","TERF1"
"ELF4","CHD7"
"STAT3","CSRP1"
"STAT1","BST2"
"STAT3","BST2"
"STAT1","XAF1"
"STAT3","XAF1"
"STAT1","TRIP6"
"STAT1","CD274"
"STAT3","CD274"
"KMT2C","CD274"
"STAT1","ELP3"
"STAT1","NOX5"
"STAT3","NOX5"
"STAT3","BAD"
"STAT1","TYK2"
"STAT3","TYK2"
"STAT1","BCL2L14"
"STAT1","GBP2"
"STAT3","MASP2"
"STAT1","NOX1"
"STAT3","NOX1"
"STAT3","SFRP4"
"STAT3","ECEL1"
"STAT3","PFN1"
"STAT3","EME1"
"STAT1","IL6ST"
"STAT3","IL6ST"
"STAT3","RGS7"
"STAT3","BECN1"
"ADNP","BECN1"
"STAT1","FSCN1"
"STAT3","FSCN1"
"STAT1","ADAR"
"STAT1","KDM6B"
"STAT3","KDM6B"
"STAT3","CTTN"
"STAT1","IDO1"
"STAT1","ZFP36"
"STAT3","ZFP36"
"STAT1","IFNLR1"
"ELF4","PDLIM3"
"STAT3","USP7"
"NPM1","USP7"
"STAT3","UBE2G1"
"STAT1","IFI30"
"STAT3","NOSTRIN"
"STAT1","IL17RA"
"HMBOX1","LAMP1"
"STAT3","KLRK1"
"HMBOX1","KLRK1"
"STAT3","SECTM1"
"STAT1","C1QB"
"STAT1","KRT79"
"STAT1","ADAMTS4"
"STAT3","ADAMTS4"
"STAT3","ENTPD1"
"STAT1","CH25H"
"STAT1","GLS"
"STAT3","CCDC88A"
"STAT3","CXCR6"
"STAT3","FGL1"
"STAT3","HAVCR1"
"STAT3","LGR4"
"STAT1","RC3H1"
"STAT3","RC3H1"
"STAT3","EIF6"
"STAT3","APCS"
"STAT3","CLCN3"
"STAT3","GGTA1"
"STAT3","GKAP1"
"STAT3","RNF149"
"STAT1","IFI6"
"STAT3","SERPINB6"
"STAT3","PIM3"
"ETV7","PIM3"
"STAT1","SERPINB4"
"STAT1","HSPG2"
"STAT3","RALGDS"
"STAT3","CST3"
"STAT3","RPAP1"
"STAT3","STK35"
"STAT3","TPX2"
"STAT3","POLR2H"
"STAT1","GPR146"
"STAT1","AIM2"
"STAT1","BRD8"
"STAT1","DCLRE1C"
"STAT1","DDX50"
"STAT1","DIMT1"
"STAT1","EARS2"
"STAT1","IGFLR1"
"STAT1","KIF2A"
"STAT1","LAP3"
"STAT1","MAN1A1"
"STAT1","MED16"
"STAT1","MTMR9"
"STAT1","NMI"
"STAT1","PPIP5K2"
"STAT1","PWP2"
"STAT1","SEMA4B"
"STAT1","SNRNP27"
"STAT1","UBR1"
"STAT1","VPS33B"
"STAT1","ZC3HAV1"
"STAT1","ZNF181"
"STAT1","ZNF302"
"STAT1","ZNF655"
