"Gene1","Gene2"
"NR2C2","NR2C2"
"NR2C2","AR"
"AR","AR"
"NR2C2","TGFB1I1"
"AR","TGFB1I1"
"TGFB1I1","TGFB1I1"
"NR2C2","ELK4"
"AR","ELK4"
"AR","NCOA2"
"TGFB1I1","NCOA2"
"NCOA2","NCOA2"
"NR2C2","DR1"
"NCOA2","DR1"
"ZBTB22","ZBTB22"
"AR","URI1"
"HOXC11","PAWR"
"AR","SRCAP"
"AR","TBL1XR1"
"AR","ARR3"
"ZNF513","ARR3"
"AR","LCT"
"HOXC11","LCT"
"AR","DNM1L"
"NCOA2","DNM1L"
"NCOA2","MSH6"
"AR","C4A"
"AR","CAV1"
"NCOA2","CAV1"
"AR","UGT2B17"
"AR","BSG"
"AR","CHRM5"
"AR","UGT2B15"
"NR2C2","MAP2K7"
"AR","AMY2A"
"ZBTB22","AMY2A"
"HOXC11","S100B"
"AR","PECR"
"AR","APPL1"
"AR","STIM1"
"ELK4","CCT8"
"AR","FKBP5"
"AR","PTGER2"
"AR","RACK1"
"AR","SCAP"
"AR","SARG"
"ELK4","INSIG2"
"AR","CA3"
"AR","ABCC4"
"AR","KLK2"
"AR","PIP"
"AR","MAK"
"AR","REG3G"
"AR","SARM1"
"AR","GLRX"
"AR","RAC3"
"NCOA2","RAC3"
"PAWR","DIABLO"
"TGFB1I1","MAPK15"
"AR","FGF7"
"TGFB1I1","FGF7"
"AR","SAFB"
"AR","GRK3"
"AR","MYO5A"
"NCOA2","KLRC3"
"AR","XPA"
"AR","CHRM1"
"AR","TMEM270"
"AR","ATAD2"
"AR","PPA1"
"AR","CCN3"
"PAWR","CCN3"
"AR","TRIM68"
"AR","PRKD1"
"AR","AVPR1A"
"AR","NEDD4"
"AR","ARRB2"
"AR","SESN1"
"AR","SORD"
"AR","CDK2AP1"
"AR","AZGP1"
"AR","AATF"
"AR","NELFCD"
"AR","OAT"
"AR","INPP4B"
"AR","CDK20"
"AR","CAMKK2"
"NR2C2","TAB2"
"AR","NRAS"
"AR","JPT1"
"AR","SRD5A3"
"AR","TACC2"
"AR","KLKP1"
"AR","CLEC10A"
"AR","DAPK3"
"NR2C2","DUSP14"
"AR","AGR3"
"AR","PIK3CB"
"AR","MED19"
"AR","PCDH11Y"
"AR","GNMT"
"AR","GDI1"
"NCOA2","BCAS1"
"AR","PRPS1"
"AR","SMYD3"
"AR","HIGD1A"
"AR","STATH"
"AR","SLC39A6"
"AR","CACNA1B"
"AR","CRISP1"
"AR","SMS"
"AR","ARG2"
"AR","CLK3"
"AR","MID1"
"AR","PSAT1"
"AR","USP26"
"AR","EPB41L4B"
"AR","RBPMS"
"AR","DDT"
"AR","DHX15"
"AR","GSTT2"
"AR","KIAA1217"
"AR","PGC"
"AR","TRPV3"
"AR","MAPT"
"AR","F2RL3"
"AR","TRPM8"
"AR","PSMC3IP"
"AR","KLKB1"
"AR","TMSB4X"
"AR","ADAM9"
"AR","GLCCI1"
"AR","ABCE1"
"AR","ANAPC10"
"AR","ATP2B4"
"AR","BTD"
"AR","FAM13A"
"AR","FAM174B"
"AR","MRPS27"
"AR","NME7"
"AR","NPEPPS"
"AR","PTPN9"
"AR","PTPRM"
"AR","SUSD6"
"AR","VAPA"
